TimeStep	 Blip Population	 Blip Speed	 Blip Vision	  Predator Population	 Predator Speed	 Predator Vision
413	152	1,643175	7,334894	0	0	0
414	153	1,639676	7,324138	0	0	0
415	151	1,636319	7,322064	0	0	0
416	154	1,638332	7,364033	0	0	0
417	153	1,645867	7,382556	0	0	0
418	152	1,642987	7,391619	0	0	0
419	151	1,649952	7,397022	0	0	0
420	150	1,652202	7,360723	0	0	0
421	149	1,64237	7,379152	0	0	0
422	148	1,634483	7,383476	0	0	0
423	149	1,637131	7,371143	0	0	0
424	149	1,633515	7,389974	0	0	0
425	150	1,636207	7,42721	0	0	0
426	151	1,629761	7,436042	0	0	0
427	151	1,631757	7,42673	0	0	0
428	152	1,631979	7,418344	0	0	0
429	151	1,628958	7,416535	0	0	0
430	151	1,628958	7,416535	0	0	0
431	151	1,628958	7,416535	0	0	0
432	150	1,627778	7,402839	0	0	0
433	148	1,631518	7,398101	0	0	0
434	149	1,642571	7,396672	0	0	0
435	150	1,642374	7,403713	0	0	0
436	149	1,640387	7,382646	0	0	0
437	151	1,642357	7,370811	0	0	0
438	151	1,646517	7,385864	0	0	0
439	153	1,645338	7,398208	0	0	0
440	154	1,645977	7,392199	0	0	0
441	156	1,652863	7,366529	0	0	0
442	157	1,656396	7,363081	0	0	0
443	158	1,659023	7,371785	0	0	0
444	157	1,660173	7,391341	0	0	0
445	156	1,658181	7,36005	0	0	0
446	158	1,667228	7,352734	0	0	0
447	157	1,665267	7,345006	0	0	0
448	157	1,665267	7,345006	0	0	0
449	157	1,665267	7,345006	0	0	0
450	157	1,665267	7,345006	0	0	0
451	159	1,667661	7,311893	0	0	0
452	158	1,671872	7,308163	0	0	0
453	158	1,671631	7,317158	0	0	0
454	161	1,674736	7,304688	0	0	0
455	160	1,684389	7,304376	0	0	0
456	160	1,68648	7,301731	0	0	0
457	160	1,680356	7,313112	0	0	0
458	158	1,682984	7,329326	0	0	0
459	156	1,686906	7,368529	0	0	0
460	157	1,678492	7,400996	0	0	0
461	156	1,678081	7,398514	0	0	0
462	157	1,677881	7,392924	0	0	0
463	158	1,676167	7,387511	0	0	0
464	159	1,682604	7,384156	0	0	0
465	162	1,682074	7,38808	0	0	0
466	163	1,681828	7,384797	0	0	0
467	161	1,67534	7,390334	0	0	0
468	159	1,675352	7,385166	0	0	0
469	160	1,670903	7,393413	0	0	0
470	162	1,680404	7,408243	0	0	0
471	161	1,682307	7,415824	0	0	0
472	160	1,677415	7,412422	0	0	0
473	160	1,677415	7,412422	0	0	0
474	160	1,677415	7,412422	0	0	0
475	157	1,681864	7,450851	0	0	0
476	157	1,669336	7,431478	0	0	0
477	157	1,669336	7,431478	0	0	0
478	160	1,672378	7,428603	0	0	0
479	159	1,675277	7,433512	0	0	0
480	158	1,67107	7,410611	0	0	0
481	159	1,677467	7,417611	0	0	0
482	160	1,674013	7,440443	0	0	0
483	159	1,671452	7,439931	0	0	0
484	159	1,671452	7,439931	0	0	0
485	158	1,674804	7,417012	0	0	0
486	161	1,675574	7,396322	0	0	0
487	162	1,678184	7,400471	0	0	0
488	159	1,667236	7,40178	0	0	0
489	160	1,668208	7,413371	0	0	0
490	159	1,67039	7,422125	0	0	0
491	160	1,669823	7,439612	0	0	0
492	161	1,67646	7,469727	0	0	0
493	161	1,677884	7,471831	0	0	0
494	159	1,668582	7,462334	0	0	0
495	158	1,669448	7,461052	0	0	0
496	158	1,679547	7,459372	0	0	0
497	158	1,677987	7,461097	0	0	0
498	157	1,667004	7,496529	0	0	0
499	157	1,665325	7,494246	0	0	0
500	156	1,66411	7,483199	0	0	0
501	157	1,667514	7,497593	0	0	0
502	157	1,667514	7,497593	0	0	0
503	158	1,668877	7,475356	0	0	0
504	160	1,673322	7,516253	0	0	0
505	160	1,683351	7,507766	0	0	0
506	159	1,682226	7,512266	0	0	0
507	160	1,680074	7,501857	0	0	0
508	161	1,677828	7,486029	0	0	0
509	160	1,675151	7,476059	0	0	0
510	158	1,67128	7,48359	0	0	0
511	159	1,671878	7,490678	0	0	0
512	159	1,671878	7,490678	0	0	0
513	159	1,67444	7,495184	0	0	0
514	159	1,67444	7,495184	0	0	0
515	160	1,681704	7,523486	0	0	0
516	162	1,686293	7,513099	0	0	0
517	160	1,674757	7,492938	0	0	0
518	160	1,682901	7,490996	0	0	0
519	160	1,686859	7,491791	0	0	0
520	161	1,691566	7,504985	0	0	0
521	164	1,694342	7,508563	0	0	0
522	164	1,694342	7,508563	0	0	0
523	162	1,696242	7,491715	0	0	0
524	165	1,704284	7,498657	0	0	0
525	165	1,704284	7,498657	0	0	0
526	168	1,708774	7,505604	0	0	0
527	167	1,712762	7,512069	0	0	0
528	168	1,71703	7,512552	0	0	0
529	168	1,71703	7,512552	0	0	0
530	167	1,715395	7,503292	0	0	0
531	166	1,716866	7,500018	0	0	0
532	166	1,712994	7,523012	0	0	0
533	164	1,70455	7,519688	0	0	0
534	162	1,696279	7,529907	0	0	0
535	161	1,694178	7,516589	0	0	0
536	162	1,705128	7,510111	0	0	0
537	164	1,695431	7,541631	0	0	0
538	165	1,697354	7,548151	0	0	0
539	165	1,697354	7,548151	0	0	0
540	164	1,697044	7,539554	0	0	0
541	165	1,707811	7,531763	0	0	0
542	167	1,702724	7,542858	0	0	0
543	166	1,704195	7,551542	0	0	0
544	165	1,692532	7,562801	0	0	0
545	167	1,691735	7,561432	0	0	0
546	166	1,695799	7,557546	0	0	0
547	166	1,695799	7,557546	0	0	0
548	165	1,701979	7,552714	0	0	0
549	165	1,702868	7,55839	0	0	0
550	166	1,701828	7,546327	0	0	0
551	165	1,702955	7,545648	0	0	0
552	168	1,717496	7,57182	0	0	0
553	167	1,718965	7,567745	0	0	0
554	169	1,720806	7,573812	0	0	0
555	169	1,720806	7,573812	0	0	0
556	169	1,724811	7,557515	0	0	0
557	171	1,72956	7,607374	0	0	0
558	171	1,72956	7,607374	0	0	0
559	170	1,725798	7,596712	0	0	0
560	170	1,731292	7,589806	0	0	0
561	170	1,731292	7,589806	0	0	0
562	168	1,728513	7,59979	0	0	0
563	169	1,716897	7,641726	0	0	0
564	170	1,714869	7,616163	0	0	0
565	170	1,716102	7,609148	0	0	0
566	169	1,71968	7,606882	0	0	0
567	168	1,716	7,600962	0	0	0
568	168	1,716	7,600962	0	0	0
569	170	1,714308	7,590032	0	0	0
570	170	1,718425	7,597363	0	0	0
571	172	1,720229	7,623579	0	0	0
572	172	1,715538	7,621576	0	0	0
573	173	1,717766	7,63812	0	0	0
574	173	1,719926	7,627409	0	0	0
575	175	1,72236	7,620861	0	0	0
576	178	1,723087	7,608756	0	0	0
577	177	1,729758	7,598525	0	0	0
578	177	1,73152	7,591549	0	0	0
579	177	1,734581	7,58192	0	0	0
580	179	1,73618	7,598874	0	0	0
581	179	1,73618	7,598874	0	0	0
582	180	1,7384	7,61031	0	0	0
583	182	1,742445	7,607965	0	0	0
584	186	1,757657	7,597401	0	0	0
585	186	1,765751	7,62078	0	0	0
586	186	1,765751	7,62078	0	0	0
587	185	1,770083	7,62711	0	0	0
588	182	1,77303	7,630023	0	0	0
589	183	1,771	7,627169	0	0	0
590	185	1,775763	7,646688	0	0	0
591	185	1,766341	7,645793	0	0	0
592	185	1,773549	7,649584	0	0	0
593	184	1,771343	7,657918	0	0	0
594	184	1,771343	7,657918	0	0	0
595	185	1,77297	7,661191	0	0	0
596	186	1,77207	7,648998	0	0	0
597	187	1,774919	7,662773	0	0	0
598	189	1,77764	7,665529	0	0	0
599	192	1,781811	7,672249	0	0	0
600	191	1,78097	7,666392	0	0	0
601	192	1,785075	7,671525	0	0	0
602	192	1,781284	7,666544	0	0	0
603	190	1,786782	7,671384	0	0	0
604	189	1,788191	7,667876	0	0	0
605	190	1,789166	7,68418	0	0	0
606	190	1,789166	7,68418	0	0	0
607	190	1,785077	7,677856	0	0	0
608	191	1,779919	7,691547	0	0	0
609	193	1,787471	7,695919	0	0	0
610	191	1,787399	7,714964	0	0	0
611	191	1,784276	7,700019	0	0	0
612	189	1,783585	7,706705	0	0	0
613	188	1,790026	7,719432	0	0	0
614	189	1,798688	7,75716	0	0	0
615	189	1,80025	7,748013	0	0	0
616	187	1,798918	7,739148	0	0	0
617	188	1,794047	7,739211	0	0	0
618	189	1,791846	7,732704	0	0	0
619	192	1,79231	7,721213	0	0	0
620	192	1,789257	7,736921	0	0	0
621	193	1,791957	7,742568	0	0	0
622	191	1,801995	7,740132	0	0	0
623	190	1,804708	7,745298	0	0	0
624	189	1,810006	7,780089	0	0	0
625	186	1,806139	7,782077	0	0	0
626	186	1,808923	7,7761	0	0	0
627	188	1,812311	7,790334	0	0	0
628	188	1,813789	7,803682	0	0	0
629	190	1,813765	7,770693	0	0	0
630	190	1,813765	7,770693	0	0	0
631	191	1,8146	7,784056	0	0	0
632	190	1,815521	7,769892	0	0	0
633	193	1,804875	7,770597	0	0	0
634	193	1,803687	7,752133	0	0	0
635	193	1,798278	7,752684	0	0	0
636	192	1,796178	7,742683	0	0	0
637	190	1,793753	7,713198	0	0	0
638	192	1,800291	7,71967	0	0	0
639	188	1,795915	7,707336	0	0	0
640	188	1,795915	7,707336	0	0	0
641	186	1,791606	7,746939	0	0	0
642	187	1,790518	7,749331	0	0	0
643	186	1,785865	7,758283	0	0	0
644	186	1,784929	7,748121	0	0	0
645	187	1,781516	7,729386	0	0	0
646	185	1,77934	7,752912	0	0	0
647	185	1,77934	7,752912	0	0	0
648	187	1,778667	7,77084	0	0	0
649	187	1,778667	7,77084	0	0	0
650	187	1,785826	7,767626	0	0	0
651	187	1,780873	7,79906	0	0	0
652	188	1,779801	7,7958	0	0	0
653	188	1,787724	7,787874	0	0	0
654	188	1,786448	7,791326	0	0	0
655	190	1,787751	7,790344	0	0	0
656	189	1,787467	7,78934	0	0	0
657	189	1,787467	7,78934	0	0	0
658	189	1,787467	7,78934	0	0	0
