TimeStep	 Blip Population	 Blip Speed	 Blip Vision	  Predator Population	 Predator Speed	 Predator Vision
656	131	1,946085	6,391895	42	2,897055	8,266249
657	129	1,956686	6,384704	42	2,897055	8,266249
658	124	1,959958	6,395564	42	2,897055	8,266249
659	122	1,967741	6,408024	43	2,903683	8,26334
660	117	1,943243	6,369702	43	2,903683	8,26334
661	116	1,948488	6,377539	43	2,903683	8,26334
662	112	1,959396	6,364514	42	2,90416	8,264363
663	109	1,968897	6,350577	42	2,90416	8,264363
664	106	1,963162	6,355735	42	2,90416	8,264363
665	106	1,973795	6,392997	42	2,90416	8,264363
666	101	1,994936	6,442902	42	2,90416	8,264363
667	100	2,002117	6,465365	42	2,90416	8,264363
668	97	1,991286	6,468874	42	2,90416	8,264363
669	96	1,992343	6,468665	43	2,888142	8,26419
670	93	1,988284	6,501759	43	2,888142	8,26419
671	93	2,018187	6,496439	42	2,873305	8,245829
672	91	2,029032	6,52073	42	2,873305	8,245829
673	89	2,042226	6,541428	42	2,873305	8,245829
674	87	2,06448	6,550799	42	2,873305	8,245829
675	87	2,066559	6,582794	42	2,873305	8,245829
676	85	2,067808	6,593465	43	2,880204	8,260098
677	85	2,067808	6,593465	44	2,900161	8,230216
678	83	2,049917	6,626467	44	2,900161	8,230216
679	80	2,042647	6,658126	45	2,923985	8,181299
680	78	2,06433	6,681584	46	2,931945	8,120912
681	78	2,080596	6,677746	46	2,931945	8,120912
682	73	2,110173	6,640981	46	2,931945	8,120912
683	73	2,09486	6,616206	46	2,931945	8,120912
684	72	2,087059	6,615934	47	2,92692	8,064023
685	70	2,058574	6,631084	48	2,939321	8,108051
686	68	2,051316	6,651112	48	2,939321	8,108051
687	69	2,053656	6,717822	48	2,939321	8,108051
688	68	2,057048	6,721193	48	2,939321	8,108051
689	67	2,046405	6,752654	48	2,939321	8,108051
690	63	2,027561	6,772236	48	2,939321	8,108051
691	62	2,033915	6,801411	48	2,939321	8,108051
692	60	2,044513	6,707116	48	2,939321	8,108051
693	57	2,034301	6,690722	48	2,939321	8,108051
694	55	2,065271	6,696019	48	2,939321	8,108051
695	54	2,060203	6,72647	49	2,938702	8,130296
696	51	2,050224	6,602826	49	2,938702	8,130296
697	47	2,049978	6,62426	49	2,938702	8,130296
698	48	2,063632	6,617455	48	2,921213	8,162845
699	46	2,063689	6,595571	48	2,921213	8,162845
700	44	2,079101	6,57255	47	2,945373	8,138154
701	44	2,079101	6,57255	47	2,945373	8,138154
702	42	2,083758	6,577411	47	2,945373	8,138154
703	41	2,070971	6,608346	48	2,92926	8,106138
704	41	2,070971	6,608346	47	2,931743	8,125495
705	41	2,070971	6,608346	47	2,931743	8,125495
706	39	2,057788	6,651826	47	2,931743	8,125495
707	39	2,057788	6,651826	46	2,963577	8,070778
708	36	2,069493	6,776436	45	2,948142	8,025018
709	31	2,070291	6,687755	45	2,948142	8,025018
710	31	2,120242	6,646028	45	2,948142	8,025018
711	30	2,112401	6,712329	45	2,948142	8,025018
712	27	2,146939	6,590746	45	2,948142	8,025018
713	27	2,146939	6,590746	45	2,948142	8,025018
714	26	2,178433	6,534598	45	2,948142	8,025018
715	24	2,22509	6,539565	45	2,940057	8,061749
716	23	2,204208	6,550085	45	2,940057	8,061749
717	22	2,209676	6,541818	45	2,940057	8,061749
718	21	2,199384	6,395562	46	2,948964	8,01581
719	19	2,182921	6,391355	46	2,948964	8,01581
720	17	2,263692	6,395545	46	2,948964	8,01581
721	17	2,263692	6,395545	47	2,949406	7,982868
722	17	2,263692	6,395545	48	2,96965	7,954871
723	16	2,2775	6,476658	48	2,96965	7,954871
724	16	2,2775	6,476658	48	2,96965	7,954871
725	16	2,2775	6,476658	47	2,971996	7,944761
726	15	2,300251	6,542738	47	2,971996	7,944761
727	14	2,310911	6,550702	47	2,971996	7,944761
728	14	2,310911	6,550702	47	2,971996	7,944761
729	13	2,295827	6,625124	48	2,928828	7,961164
730	11	2,342628	6,572417	48	2,928828	7,961164
731	11	2,342628	6,572417	49	2,928487	7,9814
732	11	2,342628	6,572417	49	2,928487	7,9814
733	11	2,342628	6,572417	49	2,928487	7,9814
734	10	2,318863	6,818512	49	2,928487	7,9814
735	10	2,318863	6,818512	49	2,928487	7,9814
736	10	2,318863	6,818512	50	2,947902	7,950012
737	8	2,409053	6,969581	50	2,947902	7,950012
738	7	2,332722	7,161317	49	2,937975	7,912569
739	7	2,332722	7,161317	49	2,937975	7,912569
740	7	2,332722	7,161317	49	2,937975	7,912569
741	7	2,332722	7,161317	49	2,937975	7,912569
742	6	2,277651	7,152087	49	2,937975	7,912569
743	5	2,462172	7,26262	49	2,937975	7,912569
744	5	2,462172	7,26262	49	2,937975	7,912569
745	5	2,462172	7,26262	49	2,937975	7,912569
746	5	2,462172	7,26262	49	2,937975	7,912569
747	4	2,625084	6,619631	49	2,937975	7,912569
748	3	2,587524	6,185781	50	2,930901	7,914695
749	3	2,587524	6,185781	50	2,930901	7,914695
750	3	2,587524	6,185781	50	2,930901	7,914695
751	2	2,076962	5,771713	50	2,930901	7,914695
752	1	2,967018	4,928736	51	2,930263	7,873339
753	0	0	0	51	2,930263	7,873339
754	0	0	0	50	2,923928	7,851744
755	0	0	0	50	2,923928	7,851744
756	0	0	0	50	2,923928	7,851744
757	0	0	0	51	2,918108	7,863353
758	0	0	0	51	2,918108	7,863353
759	0	0	0	51	2,918108	7,863353
760	0	0	0	51	2,918108	7,863353
761	0	0	0	51	2,918108	7,863353
762	0	0	0	51	2,918108	7,863353
763	0	0	0	51	2,918108	7,863353
764	0	0	0	51	2,918108	7,863353
765	0	0	0	51	2,918108	7,863353
766	0	0	0	50	2,899966	7,888682
767	0	0	0	50	2,899966	7,888682
768	0	0	0	50	2,899966	7,888682
769	0	0	0	50	2,899966	7,888682
770	0	0	0	50	2,899966	7,888682
771	0	0	0	49	2,908513	7,905147
772	0	0	0	47	2,878852	7,921616
773	0	0	0	47	2,878852	7,921616
774	0	0	0	47	2,878852	7,921616
775	0	0	0	46	2,866842	7,926951
776	0	0	0	47	2,872053	7,874962
777	0	0	0	47	2,872053	7,874962
778	0	0	0	46	2,886758	7,83831
779	0	0	0	46	2,886758	7,83831
780	0	0	0	46	2,886758	7,83831
781	0	0	0	46	2,886758	7,83831
782	0	0	0	45	2,901679	7,829008
783	0	0	0	45	2,901679	7,829008
784	0	0	0	44	2,894823	7,84874
785	0	0	0	44	2,894823	7,84874
786	0	0	0	44	2,894823	7,84874
787	0	0	0	43	2,916464	7,808643
788	0	0	0	42	2,91607	7,784708
789	0	0	0	42	2,91607	7,784708
790	0	0	0	42	2,91607	7,784708
791	0	0	0	42	2,91607	7,784708
792	0	0	0	42	2,91607	7,784708
793	0	0	0	41	2,905491	7,829493
794	0	0	0	41	2,905491	7,829493
795	0	0	0	41	2,905491	7,829493
796	0	0	0	41	2,905491	7,829493
797	0	0	0	40	2,884171	7,851597
798	0	0	0	39	2,87825	7,877025
799	0	0	0	38	2,875394	7,800838
800	0	0	0	38	2,875394	7,800838
801	0	0	0	37	2,847722	7,838376
802	0	0	0	37	2,847722	7,838376
803	0	0	0	37	2,847722	7,838376
804	0	0	0	37	2,847722	7,838376
805	0	0	0	37	2,847722	7,838376
806	0	0	0	36	2,844332	7,876455
807	0	0	0	36	2,844332	7,876455
808	0	0	0	36	2,844332	7,876455
809	0	0	0	36	2,844332	7,876455
810	0	0	0	36	2,844332	7,876455
811	0	0	0	36	2,844332	7,876455
812	0	0	0	36	2,844332	7,876455
813	0	0	0	36	2,844332	7,876455
814	0	0	0	36	2,844332	7,876455
815	0	0	0	35	2,874273	7,815387
816	0	0	0	33	2,825376	7,848627
817	0	0	0	31	2,807587	7,891888
818	0	0	0	30	2,768764	7,953985
819	0	0	0	29	2,789345	8,000625
820	0	0	0	29	2,789345	8,000625
821	0	0	0	29	2,789345	8,000625
822	0	0	0	29	2,789345	8,000625
823	0	0	0	29	2,789345	8,000625
824	0	0	0	29	2,789345	8,000625
825	0	0	0	28	2,801053	8,048589
826	0	0	0	28	2,801053	8,048589
827	0	0	0	28	2,801053	8,048589
828	0	0	0	28	2,801053	8,048589
829	0	0	0	28	2,801053	8,048589
830	0	0	0	27	2,779216	8,079082
831	0	0	0	27	2,779216	8,079082
832	0	0	0	25	2,743742	8,096762
833	0	0	0	24	2,751318	8,130034
834	0	0	0	24	2,751318	8,130034
835	0	0	0	24	2,751318	8,130034
836	0	0	0	24	2,751318	8,130034
837	0	0	0	24	2,751318	8,130034
838	0	0	0	24	2,751318	8,130034
839	0	0	0	23	2,744924	8,2311
840	0	0	0	23	2,744924	8,2311
841	0	0	0	23	2,744924	8,2311
842	0	0	0	22	2,709595	8,142631
843	0	0	0	22	2,709595	8,142631
844	0	0	0	20	2,663255	8,196454
845	0	0	0	18	2,634305	8,211685
846	0	0	0	17	2,588022	8,175152
847	0	0	0	17	2,588022	8,175152
848	0	0	0	17	2,588022	8,175152
849	0	0	0	16	2,57581	8,346604
850	0	0	0	16	2,57581	8,346604
851	0	0	0	14	2,560547	8,560598
852	0	0	0	14	2,560547	8,560598
853	0	0	0	13	2,55543	8,569581
854	0	0	0	13	2,55543	8,569581
855	0	0	0	12	2,527247	8,341476
856	0	0	0	12	2,527247	8,341476
857	0	0	0	11	2,474106	8,601295
858	0	0	0	11	2,474106	8,601295
859	0	0	0	11	2,474106	8,601295
860	0	0	0	11	2,474106	8,601295
861	0	0	0	11	2,474106	8,601295
862	0	0	0	11	2,474106	8,601295
863	0	0	0	10	2,329404	8,797524
864	0	0	0	9	2,379734	8,818377
865	0	0	0	9	2,379734	8,818377
866	0	0	0	9	2,379734	8,818377
867	0	0	0	9	2,379734	8,818377
868	0	0	0	9	2,379734	8,818377
869	0	0	0	9	2,379734	8,818377
870	0	0	0	9	2,379734	8,818377
871	0	0	0	9	2,379734	8,818377
872	0	0	0	8	2,329333	8,769016
873	0	0	0	8	2,329333	8,769016
874	0	0	0	8	2,329333	8,769016
875	0	0	0	7	2,390692	8,668802
876	0	0	0	6	2,382772	8,826608
877	0	0	0	6	2,382772	8,826608
878	0	0	0	6	2,382772	8,826608
879	0	0	0	6	2,382772	8,826608
880	0	0	0	6	2,382772	8,826608
881	0	0	0	6	2,382772	8,826608
882	0	0	0	5	2,277534	9,116468
883	0	0	0	4	2,146378	9,667125
884	0	0	0	4	2,146378	9,667125
885	0	0	0	3	1,892182	9,823485
886	0	0	0	3	1,892182	9,823485
887	0	0	0	3	1,892182	9,823485
888	0	0	0	3	1,892182	9,823485
889	0	0	0	3	1,892182	9,823485
890	0	0	0	3	1,892182	9,823485
891	0	0	0	3	1,892182	9,823485
892	0	0	0	3	1,892182	9,823485
893	0	0	0	3	1,892182	9,823485
894	0	0	0	3	1,892182	9,823485
895	0	0	0	3	1,892182	9,823485
896	0	0	0	2	1,253281	10,30553
897	0	0	0	2	1,253281	10,30553
898	0	0	0	2	1,253281	10,30553
899	0	0	0	2	1,253281	10,30553
900	0	0	0	2	1,253281	10,30553
901	0	0	0	2	1,253281	10,30553
902	0	0	0	2	1,253281	10,30553
903	0	0	0	2	1,253281	10,30553
904	0	0	0	2	1,253281	10,30553
905	0	0	0	2	1,253281	10,30553
906	0	0	0	2	1,253281	10,30553
907	0	0	0	2	1,253281	10,30553
908	0	0	0	2	1,253281	10,30553
909	0	0	0	2	1,253281	10,30553
910	0	0	0	2	1,253281	10,30553
911	0	0	0	2	1,253281	10,30553
912	0	0	0	2	1,253281	10,30553
913	0	0	0	2	1,253281	10,30553
914	0	0	0	2	1,253281	10,30553
915	0	0	0	2	1,253281	10,30553
916	0	0	0	2	1,253281	10,30553
917	0	0	0	2	1,253281	10,30553
918	0	0	0	2	1,253281	10,30553
919	0	0	0	2	1,253281	10,30553
920	0	0	0	2	1,253281	10,30553
921	0	0	0	2	1,253281	10,30553
922	0	0	0	2	1,253281	10,30553
923	0	0	0	2	1,253281	10,30553
924	0	0	0	2	1,253281	10,30553
925	0	0	0	1	0,8999538	8,732133
926	0	0	0	1	0,8999538	8,732133
927	0	0	0	1	0,8999538	8,732133
928	0	0	0	1	0,8999538	8,732133
929	0	0	0	1	0,8999538	8,732133
930	0	0	0	1	0,8999538	8,732133
931	0	0	0	1	0,8999538	8,732133
932	0	0	0	1	0,8999538	8,732133
933	0	0	0	1	0,8999538	8,732133
934	0	0	0	1	0,8999538	8,732133
935	0	0	0	1	0,8999538	8,732133
936	0	0	0	1	0,8999538	8,732133
937	0	0	0	1	0,8999538	8,732133
938	0	0	0	1	0,8999538	8,732133
939	0	0	0	1	0,8999538	8,732133
940	0	0	0	1	0,8999538	8,732133
941	0	0	0	1	0,8999538	8,732133
942	0	0	0	1	0,8999538	8,732133
943	0	0	0	1	0,8999538	8,732133
944	0	0	0	1	0,8999538	8,732133
945	0	0	0	1	0,8999538	8,732133
946	0	0	0	1	0,8999538	8,732133
947	0	0	0	1	0,8999538	8,732133
948	0	0	0	1	0,8999538	8,732133
949	0	0	0	1	0,8999538	8,732133
950	0	0	0	1	0,8999538	8,732133
951	0	0	0	1	0,8999538	8,732133
952	0	0	0	1	0,8999538	8,732133
953	0	0	0	1	0,8999538	8,732133
954	0	0	0	1	0,8999538	8,732133
955	0	0	0	1	0,8999538	8,732133
956	0	0	0	1	0,8999538	8,732133
957	0	0	0	1	0,8999538	8,732133
958	0	0	0	1	0,8999538	8,732133
959	0	0	0	1	0,8999538	8,732133
960	0	0	0	1	0,8999538	8,732133
961	0	0	0	1	0,8999538	8,732133
962	0	0	0	1	0,8999538	8,732133
963	0	0	0	1	0,8999538	8,732133
964	0	0	0	1	0,8999538	8,732133
965	0	0	0	1	0,8999538	8,732133
966	0	0	0	1	0,8999538	8,732133
967	0	0	0	1	0,8999538	8,732133
968	0	0	0	1	0,8999538	8,732133
969	0	0	0	1	0,8999538	8,732133
970	0	0	0	1	0,8999538	8,732133
971	0	0	0	1	0,8999538	8,732133
972	0	0	0	1	0,8999538	8,732133
973	0	0	0	1	0,8999538	8,732133
974	0	0	0	1	0,8999538	8,732133
975	0	0	0	1	0,8999538	8,732133
976	0	0	0	1	0,8999538	8,732133
977	0	0	0	1	0,8999538	8,732133
978	0	0	0	1	0,8999538	8,732133
979	0	0	0	1	0,8999538	8,732133
980	0	0	0	1	0,8999538	8,732133
981	0	0	0	1	0,8999538	8,732133
982	0	0	0	1	0,8999538	8,732133
983	0	0	0	1	0,8999538	8,732133
984	0	0	0	1	0,8999538	8,732133
985	0	0	0	1	0,8999538	8,732133
986	0	0	0	1	0,8999538	8,732133
987	0	0	0	1	0,8999538	8,732133
988	0	0	0	1	0,8999538	8,732133
989	0	0	0	1	0,8999538	8,732133
990	0	0	0	1	0,8999538	8,732133
991	0	0	0	1	0,8999538	8,732133
992	0	0	0	1	0,8999538	8,732133
993	0	0	0	1	0,8999538	8,732133
994	0	0	0	1	0,8999538	8,732133
995	0	0	0	1	0,8999538	8,732133
996	0	0	0	1	0,8999538	8,732133
997	0	0	0	1	0,8999538	8,732133
998	0	0	0	1	0,8999538	8,732133
999	0	0	0	1	0,8999538	8,732133
1000	0	0	0	1	0,8999538	8,732133
1001	0	0	0	1	0,8999538	8,732133
1002	0	0	0	1	0,8999538	8,732133
1003	0	0	0	1	0,8999538	8,732133
1004	0	0	0	1	0,8999538	8,732133
1005	0	0	0	1	0,8999538	8,732133
1006	0	0	0	1	0,8999538	8,732133
1007	0	0	0	0	0	0
1008	0	0	0	0	0	0
1009	0	0	0	0	0	0
1010	0	0	0	0	0	0
1011	0	0	0	0	0	0
1012	0	0	0	0	0	0
