TimeStep	 Blip Population	 Blip Speed	 Blip Vision	 Blips Born	 Blips Died	 Predator Population	 Predator Speed	 Predator Vision	 Predators Born	 Predators Died
397	223	1,808336	7,991974	7	3	6	2,723887	8,872846	0	0
398	217	1,810219	8,024152	1	7	6	2,723887	8,872846	0	0
399	220	1,810819	8,022882	6	3	6	2,723887	8,872846	0	0
400	221	1,813226	8,014454	7	6	6	2,723887	8,872846	0	0
401	220	1,817925	7,999543	3	4	6	2,723887	8,872846	0	0
402	219	1,820003	7,959396	4	5	6	2,723887	8,872846	0	0
403	214	1,818657	7,969896	2	7	6	2,723887	8,872846	0	0
404	215	1,816552	7,964025	6	5	6	2,723887	8,872846	0	0
405	218	1,816116	7,940971	6	3	6	2,723887	8,872846	0	0
406	219	1,820096	7,971781	6	5	6	2,723887	8,872846	0	0
407	216	1,819895	7,951524	5	8	6	2,723887	8,872846	0	0
408	212	1,82536	7,936977	2	6	6	2,723887	8,872846	0	0
409	212	1,82424	7,92423	2	2	6	2,723887	8,872846	0	0
410	212	1,816948	7,929322	6	6	6	2,723887	8,872846	0	0
411	221	1,821029	7,930071	10	1	6	2,723887	8,872846	0	0
412	222	1,821064	7,921163	5	4	6	2,723887	8,872846	0	0
413	222	1,82465	7,927639	3	3	5	2,679549	9,006624	0	1
414	223	1,824185	7,921552	5	4	5	2,679549	9,006624	0	0
415	224	1,823867	7,924629	7	6	5	2,679549	9,006624	0	0
416	224	1,833899	7,909993	5	5	5	2,679549	9,006624	0	0
417	223	1,841459	7,906	3	4	5	2,679549	9,006624	0	0
418	227	1,839313	7,891711	7	3	5	2,679549	9,006624	0	0
419	231	1,835181	7,883857	7	3	5	2,679549	9,006624	0	0
420	229	1,834547	7,869838	3	5	5	2,679549	9,006624	0	0
421	232	1,838071	7,871582	4	1	5	2,679549	9,006624	0	0
422	233	1,834701	7,862883	7	6	5	2,679549	9,006624	0	0
423	240	1,839409	7,833611	11	4	5	2,679549	9,006624	0	0
424	239	1,83429	7,817866	2	3	5	2,679549	9,006624	0	0
425	242	1,833459	7,826437	7	4	5	2,679549	9,006624	0	0
426	245	1,835217	7,854287	5	2	5	2,679549	9,006624	0	0
427	240	1,83204	7,79669	3	8	5	2,679549	9,006624	0	0
428	239	1,839966	7,79647	4	5	5	2,679549	9,006624	0	0
429	242	1,833516	7,786084	5	2	5	2,679549	9,006624	0	0
430	235	1,836339	7,752319	3	10	5	2,679549	9,006624	0	0
431	235	1,835411	7,746841	3	3	5	2,679549	9,006624	0	0
432	237	1,856072	7,742495	7	5	6	2,756865	8,910579	1	0
433	240	1,854872	7,731362	6	3	6	2,756865	8,910579	0	0
434	240	1,860341	7,749843	7	7	6	2,756865	8,910579	0	0
435	235	1,862261	7,75443	1	6	5	2,695565	8,885648	0	1
436	234	1,864345	7,777253	2	3	5	2,695565	8,885648	0	0
437	237	1,857065	7,746623	10	7	5	2,695565	8,885648	0	0
438	239	1,861722	7,729866	5	3	5	2,695565	8,885648	0	0
439	242	1,86734	7,715009	6	3	5	2,695565	8,885648	0	0
440	241	1,870803	7,709295	3	4	5	2,695565	8,885648	0	0
441	243	1,874821	7,722325	7	5	5	2,695565	8,885648	0	0
442	247	1,864891	7,704302	6	2	5	2,695565	8,885648	0	0
443	245	1,86604	7,703806	4	6	5	2,695565	8,885648	0	0
444	249	1,865696	7,732476	8	4	5	2,695565	8,885648	0	0
445	249	1,862419	7,738345	3	3	5	2,695565	8,885648	0	0
446	248	1,864852	7,725855	5	6	5	2,695565	8,885648	0	0
447	246	1,862967	7,753998	5	7	5	2,695565	8,885648	0	0
448	251	1,859308	7,730707	6	1	5	2,695565	8,885648	0	0
449	248	1,860285	7,708048	3	6	5	2,695565	8,885648	0	0
450	246	1,868894	7,707536	5	7	5	2,695565	8,885648	0	0
451	247	1,868577	7,708054	4	3	5	2,695565	8,885648	0	0
452	249	1,862147	7,738834	6	4	5	2,695565	8,885648	0	0
453	253	1,862385	7,745086	7	3	5	2,695565	8,885648	0	0
454	254	1,864954	7,691629	8	7	5	2,695565	8,885648	0	0
455	249	1,867206	7,70034	1	6	5	2,695565	8,885648	0	0
456	246	1,859839	7,675307	3	6	5	2,695565	8,885648	0	0
457	249	1,859884	7,704681	8	5	5	2,695565	8,885648	0	0
458	254	1,859285	7,696302	7	2	5	2,695565	8,885648	0	0
459	256	1,862738	7,702019	3	1	5	2,695565	8,885648	0	0
460	255	1,862106	7,695298	5	6	5	2,695565	8,885648	0	0
461	257	1,866888	7,668789	12	10	5	2,695565	8,885648	0	0
462	251	1,866958	7,663987	0	6	5	2,695565	8,885648	0	0
463	253	1,861664	7,679485	5	3	5	2,695565	8,885648	0	0
464	252	1,862095	7,67976	4	5	5	2,695565	8,885648	0	0
465	252	1,8755	7,674512	7	7	5	2,695565	8,885648	0	0
466	253	1,871364	7,671928	5	4	5	2,695565	8,885648	0	0
467	254	1,866831	7,683693	4	3	5	2,695565	8,885648	0	0
468	256	1,865102	7,693997	9	7	5	2,695565	8,885648	0	0
469	256	1,867436	7,686353	7	7	5	2,695565	8,885648	0	0
470	256	1,868009	7,694295	3	3	5	2,695565	8,885648	0	0
471	259	1,868963	7,675006	7	4	5	2,695565	8,885648	0	0
472	256	1,869377	7,701491	3	6	5	2,695565	8,885648	0	0
473	250	1,867305	7,708226	5	11	5	2,695565	8,885648	0	0
474	249	1,867319	7,729642	1	2	5	2,695565	8,885648	0	0
475	246	1,869115	7,736466	4	7	5	2,695565	8,885648	0	0
476	246	1,870272	7,723838	5	5	5	2,695565	8,885648	0	0
477	251	1,870427	7,688616	9	4	5	2,695565	8,885648	0	0
478	255	1,869799	7,693821	8	4	5	2,695565	8,885648	0	0
479	254	1,877416	7,703936	4	5	5	2,695565	8,885648	0	0
480	254	1,883996	7,696974	3	3	5	2,695565	8,885648	0	0
481	255	1,896715	7,690614	4	3	5	2,695565	8,885648	0	0
482	258	1,88097	7,711103	9	6	5	2,695565	8,885648	0	0
483	256	1,879212	7,716847	4	6	5	2,695565	8,885648	0	0
484	256	1,87966	7,703131	7	7	5	2,695565	8,885648	0	0
485	256	1,878964	7,701837	1	1	5	2,695565	8,885648	0	0
486	260	1,8765	7,678644	6	2	5	2,695565	8,885648	0	0
487	259	1,872603	7,678493	9	10	5	2,695565	8,885648	0	0
488	258	1,871796	7,683752	4	5	5	2,695565	8,885648	0	0
489	257	1,864809	7,699357	5	6	5	2,695565	8,885648	0	0
490	258	1,863541	7,708815	4	3	5	2,695565	8,885648	0	0
491	255	1,865074	7,706328	3	6	5	2,695565	8,885648	0	0
492	254	1,865664	7,721722	5	6	5	2,695565	8,885648	0	0
493	258	1,863245	7,706051	8	4	5	2,695565	8,885648	0	0
494	253	1,872099	7,673257	3	8	5	2,695565	8,885648	0	0
495	254	1,872575	7,678644	4	3	5	2,695565	8,885648	0	0
496	258	1,875876	7,657944	8	4	5	2,695565	8,885648	0	0
